Area Code,Area Code (M49),Area,Months Code,Months,Element Code,Element,Unit,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022
160,'570,Niue,7001,January,7271,Temperature change,°c,0.371,-0.839,-0.129,0.371,-0.629,-0.429,-0.579,-0.179,,,,,0.511,0.311,0.001,0.461,0.311,0.961,-0.539,0.511,-0.139,0.711,0.001,1.001,0.461,0.261,0.751,0.811,-0.129,0.521,0.971,-0.229,0.711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7001,January,6078,Standard Deviation,°c,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,,,,,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7002,February,7271,Temperature change,°c,0.701,-0.199,-0.549,0.451,-0.299,-0.909,-0.009,-0.399,,,,0.181,0.931,-0.859,-0.569,0.991,1.391,0.391,0.541,0.591,0.191,0.591,1.741,1.541,0.741,0.681,1.191,1.601,-0.099,0.101,0.851,0.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7002,February,6078,Standard Deviation,°c,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,,,,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7003,March,7271,Temperature change,°c,0.002,0.152,-0.998,-0.198,-0.148,0.102,0.252,-0.298,,,,0.042,0.892,-0.208,-0.758,0.492,0.942,0.142,0.292,0.942,0.042,1.042,0.992,0.592,0.942,0.892,0.742,1.052,0.702,-0.508,1.152,0.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7003,March,6078,Standard Deviation,°c,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,,,,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7004,April,7271,Temperature change,°c,0.598,0.148,-0.202,0.098,-0.252,-0.252,-0.202,-0.902,,,,0.238,0.788,-0.862,,-0.112,0.638,-0.612,-0.462,0.688,-0.062,0.788,0.128,1.438,0.088,0.488,0.288,0.198,0.298,,0.948,-0.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7004,April,6078,Standard Deviation,°c,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,,,,0.532,0.532,0.532,,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,,0.532,0.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7005,May,7271,Temperature change,°c,0.588,-0.262,-0.212,-0.412,-0.062,-0.012,-0.812,-0.212,,,,0.178,1.078,-0.372,-0.322,0.228,-0.232,0.128,0.928,-0.872,-0.572,0.378,0.628,0.728,0.178,-0.622,-0.472,1.388,0.588,1.088,-0.262,-0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7005,May,6078,Standard Deviation,°c,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,,,,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7006,June,7271,Temperature change,°c,0.57,-0.34,0.27,-0.03,-0.53,-0.53,-0.48,0.42,,,,-0.14,0.56,-0.49,-1.04,0.46,-0.39,0.66,1.11,-0.75,0.01,0.26,-0.09,0.31,-0.19,1.16,-0.44,0.57,0.37,0.97,0.37,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7006,June,6078,Standard Deviation,°c,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,,,,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7007,July,7271,Temperature change,°c,0.528,-0.072,0.678,0.028,-0.072,0.178,-0.382,0.628,,,,-0.632,0.568,0.058,0.218,-0.382,-0.082,-0.132,-0.382,-0.332,-0.782,0.168,0.218,0.168,0.518,-0.332,,0.828,0.078,0.528,0.728,1.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7007,July,6078,Standard Deviation,°c,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,,,,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,,0.478,0.478,0.478,0.478,0.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7008,August,7271,Temperature change,°c,0.127,-0.373,-0.673,1.077,-0.473,-0.883,0.027,,,,,0.017,0.617,0.057,0.057,-0.833,-0.233,1.167,-0.033,-0.233,-0.133,-0.583,-0.383,-0.033,0.417,-0.333,,-0.023,-0.323,0.677,0.777,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7008,August,6078,Standard Deviation,°c,0.542,0.542,0.542,0.542,0.542,0.542,0.542,,,,,0.542,0.542,0.542,0.542,0.542,0.542,0.542,0.542,0.542,0.542,0.542,0.542,0.542,0.542,0.542,,0.542,0.542,0.542,0.542,0.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7009,September,7271,Temperature change,°c,1.143,-0.657,-0.557,0.443,-1.157,-0.757,1.043,,,,,0.183,0.933,0.933,0.233,-0.467,-0.417,-0.417,0.683,0.433,0.583,-1.017,0.633,-0.167,-0.517,-0.517,,0.833,0.893,0.893,-0.007,0.943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7009,September,6078,Standard Deviation,°c,0.747,0.747,0.747,0.747,0.747,0.747,0.747,,,,,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,,0.747,0.747,0.747,0.747,0.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7010,October,7271,Temperature change,°c,-0.687,0.013,-1.187,0.463,-0.537,-0.287,-0.587,,,,,-0.597,-0.047,0.903,0.403,0.353,-0.057,0.053,0.953,0.753,-0.097,-0.947,-0.047,-0.597,0.403,0.353,-0.557,0.763,1.113,0.813,0.563,0.653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7010,October,6078,Standard Deviation,°c,0.593,0.593,0.593,0.593,0.593,0.593,0.593,,,,,0.593,0.593,0.593,0.593,0.593,0.593,0.593,0.593,0.593,0.593,0.593,0.593,0.593,0.593,0.593,0.593,0.593,0.593,0.593,0.593,0.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7011,November,7271,Temperature change,°c,-0.885,-0.695,-0.685,0.065,-1.035,-0.185,-0.735,,,,,-0.595,0.455,1.355,2.105,0.955,0.605,-0.195,-0.495,0.305,0.705,-0.355,1.205,0.305,-0.045,-0.445,0.355,0.215,0.265,0.865,1.365,-0.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7011,November,6078,Standard Deviation,°c,0.744,0.744,0.744,0.744,0.744,0.744,0.744,,,,,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7012,December,7271,Temperature change,°c,-0.375,-0.575,-0.575,-0.425,-0.385,-0.175,-0.125,,,,,0.165,0.815,-0.185,1.365,-0.885,1.265,0.115,-0.235,-0.335,0.915,0.065,1.015,0.965,0.965,0.705,0.965,0.125,-1.175,0.525,0.475,0.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7012,December,6078,Standard Deviation,°c,0.65,0.65,0.65,0.65,0.65,0.65,0.65,,,,,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7016,Dec–Jan–Feb,7271,Temperature change,°c,0.479,-0.471,-0.418,0.082,-0.451,-0.574,-0.254,-0.234,,,,,0.536,0.089,-0.251,0.939,0.272,0.872,0.039,0.289,-0.094,0.739,0.602,1.186,0.722,0.636,0.882,1.126,-0.034,-0.184,0.782,0.232,0.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7016,Dec–Jan–Feb,6078,Standard Deviation,°c,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,,,,,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7017,Mar–Apr–May,7271,Temperature change,°c,0.396,0.013,-0.471,-0.171,-0.154,-0.054,-0.254,-0.471,,,,0.153,0.919,-0.481,-0.54,0.203,0.449,-0.114,0.253,0.253,-0.197,0.736,0.583,0.919,0.403,0.253,0.186,0.879,0.529,0.29,0.613,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7017,Mar–Apr–May,6078,Standard Deviation,°c,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,,,,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7018,Jun–Jul–Aug,7271,Temperature change,°c,0.408,-0.262,0.092,0.358,-0.358,-0.412,-0.278,0.524,,,,-0.252,0.582,-0.125,-0.255,-0.252,-0.235,0.565,0.232,-0.438,-0.302,-0.052,-0.085,0.148,0.248,0.165,,0.458,0.042,0.725,0.625,0.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7018,Jun–Jul–Aug,6078,Standard Deviation,°c,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,,,,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,,0.38,0.38,0.38,0.38,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7019,Sep–Oct–Nov,7271,Temperature change,°c,-0.143,-0.446,-0.81,0.324,-0.91,-0.41,-0.093,,,,,-0.336,0.447,1.064,0.914,0.28,0.044,-0.186,0.38,0.497,0.397,-0.773,0.597,-0.153,-0.053,-0.203,-0.101,0.604,0.757,0.857,0.64,0.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7019,Sep–Oct–Nov,6078,Standard Deviation,°c,0.521,0.521,0.521,0.521,0.521,0.521,0.521,,,,,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7020,Meteorological year,7271,Temperature change,°c,0.285,-0.291,-0.402,0.148,-0.468,-0.362,-0.22,-0.06,,,,-0.145,0.621,0.137,-0.033,0.292,0.133,0.284,0.226,0.15,-0.049,0.163,0.424,0.525,0.33,0.213,0.322,0.767,0.324,0.422,0.665,0.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,'570,Niue,7020,Meteorological year,6078,Standard Deviation,°c,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,,,,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,'574,Norfolk Island,7001,January,7271,Temperature change,°c,-1.21,0.99,0.14,0.54,-0.21,-0.46,-0.51,0.34,-0.37,1.19,1.14,-0.76,0.59,0.44,,,-1.12,-0.56,0.34,0.74,0.24,0.63,-0.56,-0.66,0.74,1.09,-0.26,-0.06,0.54,0.29,0.83,0.04,0.13,1.49,0.59,0.84,-0.81,0.94,,,-0.51,0.39,-0.61,1.13,0.19,0.44,-0.71,0.24,-0.16,0.44,0.94,-0.36,0.04,0.14,0.74,0.79,0.39,0.94,1.04,0.44,0.79,1.19
161,'574,Norfolk Island,7001,January,6078,Standard Deviation,°c,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,,,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,,,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
161,'574,Norfolk Island,7002,February,7271,Temperature change,°c,-0.351,0.699,0.739,-0.001,-0.701,0.999,-0.101,-0.351,-0.601,0.239,0.949,-1.001,0.099,1.149,,-1.051,-0.301,-0.251,-0.951,0.299,1.499,0.349,-0.301,-0.401,-0.111,0.249,-0.301,0.189,0.099,1.299,0.449,0.649,-0.651,-0.061,0.099,1.849,-0.491,2.089,,,-0.201,0.199,0.049,1.149,0.349,0.349,-0.351,0.099,1.149,0.599,0.649,0.549,-0.211,-0.651,0.549,1.849,1.299,1.049,1.449,1.949,0.399,1.999
161,'574,Norfolk Island,7002,February,6078,Standard Deviation,°c,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,,,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671
161,'574,Norfolk Island,7003,March,7271,Temperature change,°c,-0.507,0.043,0.593,0.443,-1.207,0.143,0.233,0.793,-0.957,0.493,-0.357,1.143,0.643,0.343,,0.693,0.093,0.193,0.343,-1.317,1.543,0.093,0.493,0.293,-0.207,0.193,-0.607,0.193,0.133,1.393,-0.257,-0.207,-0.507,-0.967,0.383,0.193,-0.077,1.463,,-1.007,0.693,0.233,-0.207,0.083,0.093,0.093,0.643,0.343,0.443,0.343,1.043,-0.057,0.093,-0.917,0.393,1.343,0.993,1.243,1.143,0.193,-0.157,1.493
161,'574,Norfolk Island,7003,March,6078,Standard Deviation,°c,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652,0.652
161,'574,Norfolk Island,7004,April,7271,Temperature change,°c,-0.119,0.491,-0.309,0.341,0.131,-0.069,0.131,0.241,-0.509,0.181,-0.159,-0.009,0.131,0.431,,-0.009,-0.159,0.341,0.241,-0.509,0.491,-0.659,0.991,-0.519,0.741,0.491,-0.309,0.231,0.991,0.991,-0.359,-0.759,-0.909,-0.659,0.941,1.141,-1.089,0.851,,-0.359,0.141,-0.009,0.141,-0.609,0.191,0.741,-0.009,0.491,0.691,0.431,0.061,0.291,0.041,-0.009,0.881,1.591,1.291,0.991,0.241,0.341,0.341,1.341
161,'574,Norfolk Island,7004,April,6078,Standard Deviation,°c,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
161,'574,Norfolk Island,7005,May,7271,Temperature change,°c,-0.869,1.091,0.341,-0.259,-0.759,-1.159,0.091,0.591,0.041,-0.119,0.381,-0.369,0.941,0.441,,-0.459,-0.009,-0.069,0.091,0.131,0.491,-0.209,0.881,0.041,-0.409,1.041,0.641,1.091,0.141,0.791,-0.669,-0.259,-0.369,0.041,0.581,0.431,0.161,1.461,,0.191,0.291,0.141,0.491,0.291,0.581,-0.009,0.731,-0.809,-0.809,0.591,0.491,-0.259,-0.209,-0.209,0.641,1.541,1.091,0.391,1.041,0.441,0.641,1.591
161,'574,Norfolk Island,7005,May,6078,Standard Deviation,°c,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685
161,'574,Norfolk Island,7006,June,7271,Temperature change,°c,0.035,0.285,-0.065,0.625,-0.625,-0.415,0.335,-0.415,-0.015,0.125,0.425,-0.765,1.335,,,-0.315,-0.465,0.485,0.585,0.125,0.625,-0.465,0.575,0.485,0.335,-0.125,-0.025,1.225,0.935,-0.065,-0.115,0.075,-0.165,-0.315,-0.415,0.035,-0.225,1.535,,-0.615,-0.615,0.335,0.835,0.335,0.125,-0.715,0.985,0.125,0.125,0.035,0.985,-0.065,-0.465,0.635,0.085,1.035,0.435,0.335,0.585,0.085,0.685,0.735
161,'574,Norfolk Island,7006,June,6078,Standard Deviation,°c,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,,,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58
161,'574,Norfolk Island,7007,July,7271,Temperature change,°c,0.024,0.324,0.374,0.974,-0.736,-0.226,0.764,-0.426,-0.576,0.264,-0.076,0.174,0.824,,,-0.176,0.124,0.174,0.074,0.174,0.374,-0.176,-0.376,0.864,0.324,0.074,-0.036,1.114,0.674,0.564,0.624,-0.026,1.064,-0.536,0.274,0.814,-0.296,1.604,,0.924,0.274,-0.126,0.214,0.074,0.714,-0.226,0.664,0.814,0.124,0.024,0.264,0.574,0.174,-0.036,0.074,1.474,0.324,0.824,0.774,0.924,0.774,1.124
161,'574,Norfolk Island,7007,July,6078,Standard Deviation,°c,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,,,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448
161,'574,Norfolk Island,7008,August,7271,Temperature change,°c,-0.616,0.074,-0.016,0.534,-0.666,-0.466,0.824,-0.016,-0.266,0.784,0.534,-0.266,0.934,,,0.284,-0.066,-0.016,-0.426,-0.426,-0.216,-0.816,-0.016,0.984,0.034,-0.066,0.734,0.734,0.234,0.624,0.334,-0.116,0.384,-0.316,-0.416,1.084,-0.766,1.134,,0.284,0.384,-0.316,-0.616,-0.576,0.134,-0.216,0.634,0.034,0.734,1.034,0.134,0.084,0.484,0.234,0.384,0.284,1.034,0.384,0.434,0.684,0.434,0.884
161,'574,Norfolk Island,7008,August,6078,Standard Deviation,°c,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,,,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468
161,'574,Norfolk Island,7009,September,7271,Temperature change,°c,-0.365,0.285,0.185,0.035,0.035,0.125,0.185,-0.865,0.335,0.625,0.685,-0.015,0.785,,,-0.515,-1.265,-0.125,-0.125,0.285,-0.515,0.085,0.785,0.435,0.535,-0.625,0.525,1.385,0.635,-0.265,0.685,-0.065,0.235,-0.215,1.125,1.625,0.535,1.435,,0.635,0.435,0.735,0.135,-0.165,0.635,0.325,0.835,0.385,0.875,1.285,0.035,0.185,0.635,0.685,0.585,1.385,0.585,-0.015,0.785,0.435,0.735,1.085
161,'574,Norfolk Island,7009,September,6078,Standard Deviation,°c,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
161,'574,Norfolk Island,7010,October,7271,Temperature change,°c,0.454,0.664,-0.086,-0.186,-0.136,-0.546,0.864,-0.046,-0.736,0.814,0.864,0.014,0.914,,,-0.386,-0.336,-1.086,-0.386,0.164,-0.586,-0.436,0.614,-0.386,0.164,0.514,0.604,2.264,0.614,0.364,0.064,-0.846,0.264,-0.196,0.764,0.814,-0.146,1.614,,0.164,1.264,0.164,0.254,0.764,0.554,-0.086,0.964,-0.326,-0.236,0.464,0.514,0.214,0.464,0.214,0.314,0.514,0.614,0.714,-0.186,1.414,1.214,0.964
161,'574,Norfolk Island,7010,October,6078,Standard Deviation,°c,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,,,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549
161,'574,Norfolk Island,7011,November,7271,Temperature change,°c,0.626,-0.624,-0.524,-0.774,-0.324,-0.824,0.066,0.176,0.066,0.476,-0.524,1.226,2.276,,,-0.724,0.426,0.026,0.426,-0.824,-1.074,0.076,0.066,1.026,-0.524,0.126,-0.624,1.166,0.326,0.126,-1.324,-0.024,-0.674,0.226,1.366,-0.124,0.556,0.526,,-0.674,0.726,-0.674,-0.324,0.126,-0.074,0.576,0.226,0.326,-0.074,-0.374,0.166,-0.624,0.176,-0.124,0.476,0.276,0.376,0.576,0.026,0.776,0.776,0.226
161,'574,Norfolk Island,7011,November,6078,Standard Deviation,°c,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,,,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724
161,'574,Norfolk Island,7012,December,7271,Temperature change,°c,0.424,-0.176,-0.226,-0.226,-0.276,-0.476,-0.086,-0.786,0.274,0.674,-0.426,-0.376,1.174,,,0.124,-0.526,-0.036,0.774,-0.536,1.024,0.074,-0.376,0.924,0.424,-0.526,0.074,0.874,-0.276,1.314,-0.176,-0.086,-0.426,0.264,1.114,0.664,2.254,,,0.124,0.924,0.174,0.924,0.424,1.224,-1.086,0.474,-0.076,0.774,1.574,0.674,0.614,-0.026,1.264,0.524,0.174,0.974,0.674,0.774,0.724,2.074,0.624
161,'574,Norfolk Island,7012,December,6078,Standard Deviation,°c,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,,,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,,,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
161,'574,Norfolk Island,7016,Dec–Jan–Feb,7271,Temperature change,°c,-0.812,0.704,0.234,0.104,-0.379,0.088,-0.362,-0.032,-0.586,0.568,0.921,-0.729,0.104,0.921,,,-0.432,-0.446,-0.216,0.604,0.401,0.668,-0.262,-0.479,0.518,0.588,-0.362,0.068,0.504,0.438,0.864,0.171,-0.202,0.334,0.318,1.268,-0.212,1.761,,,-0.196,0.504,-0.129,1.068,0.321,0.671,-0.716,0.271,0.304,0.604,1.054,0.288,0.148,-0.179,0.851,1.054,0.621,0.988,1.054,1.054,0.638,1.754
161,'574,Norfolk Island,7016,Dec–Jan–Feb,6078,Standard Deviation,°c,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,,,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,,,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549
