Area Code,Area Code (M49),Area,Months Code,Months,Element Code,Element,Unit,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022
5,'016,American Samoa,7001,January,7271,Temperature change,°c,0.624,-0.17,-0.004,0.283,-0.856,0.117,-0.131,0.093,0.343,0.025,-0.526,-0.814,0.398,-0.357,-0.317,-0.876,0.632,0.093,-0.055,0.201,0.548,0.268,0.536,-0.026,-0.325,0.208,0.473,0.791,-0.642,0.4,0.475,0.136,0.026,0.399,0.396,0.537,0.037,,-0.163,0.921,1.116,1.156,1.746,-0.063,0.966,-0.079,0.551,0.656,1.526,,0.208,0.666,0.611,0.636,1.076,1.946,1.796,0.846,1.596,1.296,1.196,1.296
5,'016,American Samoa,7001,January,6078,Standard Deviation,°c,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447
5,'016,American Samoa,7002,February,7271,Temperature change,°c,0.316,-0.05,0.189,0.351,-0.887,0.53,-0.5,-0.443,0.157,0.296,-0.634,-0.389,0.628,-0.851,-0.1,-0.719,0.877,0.38,0.239,0.492,-0.125,-0.14,1.169,0.409,0.317,0.34,0.914,0.853,-0.333,0.432,0.628,0.308,0.158,0.998,0.531,0.594,0.894,,-0.106,0.861,0.701,1.816,0.906,-0.406,1.364,0.062,0.796,1.146,1.821,1.137,-0.159,0.641,1.251,1.548,1.608,2.688,0.888,1.038,1.588,0.738,0.838,1.038
5,'016,American Samoa,7002,February,6078,Standard Deviation,°c,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505
5,'016,American Samoa,7003,March,7271,Temperature change,°c,-0.762,-0.055,-0.008,0.563,-0.673,0.626,0.146,-0.33,0.256,-0.471,-0.749,-0.107,0.965,-0.692,-0.033,-0.078,0.059,-0.378,0.628,0.569,-0.261,0.694,0.404,0.027,0.595,0.547,0.777,0.92,-0.016,0.21,0.999,-0.091,-0.091,0.872,0.779,0.628,0.128,,0.128,0.414,0.659,1.144,1.344,-0.372,1.324,0.779,0.739,0.669,1.639,2.06,0.664,0.379,1.109,1.269,1.519,1.749,1.899,1.349,1.299,1.699,1.049,1.999
5,'016,American Samoa,7003,March,6078,Standard Deviation,°c,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488
5,'016,American Samoa,7004,April,7271,Temperature change,°c,0.449,-0.087,0.422,0.373,-0.909,0.308,-0.446,-1.201,0.056,0.096,-0.658,-0.001,0.47,-0.688,-0.56,-0.208,0.234,-0.224,-0.193,0.738,-0.25,0.614,0.231,0.394,0.03,0.122,0.742,0.195,-0.106,-0.037,0.952,-0.094,0.18,0.463,0.341,0.741,,,0.541,0.851,0.646,1.096,0.541,-0.449,0.846,0.926,1.106,0.58,1.73,1.39,1.066,0.371,1.456,0.69,1.15,0.96,1.46,0.71,1.71,1.56,1.01,1.51
5,'016,American Samoa,7004,April,6078,Standard Deviation,°c,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,,,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507
5,'016,American Samoa,7005,May,7271,Temperature change,°c,0.203,-0.238,0.243,-0.505,-0.251,-0.005,-0.514,-0.395,-0.113,0.393,-0.431,-0.094,0.458,-0.844,-0.253,-0.402,-0.309,0.181,0.592,-0.263,0.262,0.379,0.558,0.864,0.265,0.184,0.256,0.679,0.155,0.865,0.303,0.61,0.21,0.335,0.777,0.314,,,-0.686,0.262,1.077,1.507,0.814,-0.358,0.347,1.432,0.682,0.59,,1.667,0.867,0.572,1.767,1.11,0.81,1.26,1.41,1.21,1.16,2.16,1.36,1.36
5,'016,American Samoa,7005,May,6078,Standard Deviation,°c,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,,,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387
5,'016,American Samoa,7006,June,7271,Temperature change,°c,-0.184,-0.324,0.104,-0.701,-0.722,0.118,-0.725,0.188,0.445,0.114,-0.52,0.269,0.145,-0.264,-0.313,-0.254,0.13,-0.008,0.762,0.372,-0.123,0.323,0.068,0.417,0.268,0.567,-0.345,0.739,0.277,0.441,0.348,0.493,-0.287,-0.127,1.498,0.944,,,-0.056,0.183,0.988,0.958,-0.056,-0.212,-0.112,0.538,1.313,0.048,0.579,1.193,1.024,0.763,1.383,0.863,0.673,1.283,1.083,1.583,1.583,1.233,0.983,1.233
5,'016,American Samoa,7006,June,6078,Standard Deviation,°c,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,,,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379
5,'016,American Samoa,7007,July,7271,Temperature change,°c,-0.1,0.26,0.472,-0.687,-0.242,0.437,-0.593,-0.195,-0.1,0.125,-0.323,-0.207,0.329,0.095,0.025,-0.088,0.166,0.083,-0.079,0.27,0.079,0.104,-0.038,0.018,0.279,0.333,-0.156,0.192,0.046,0.713,0.9,1.19,-0.71,-0.004,1.303,0.826,,,0.726,-0.062,0.753,1.458,0.326,0.233,0.093,0.073,1.548,0.19,,1.462,1.814,0.768,1.153,0.52,0.68,1.11,1.26,1.06,1.46,1.71,1.91,1.06
5,'016,American Samoa,7007,July,6078,Standard Deviation,°c,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,,,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308
5,'016,American Samoa,7008,August,7271,Temperature change,°c,0.208,-0.161,0.448,-0.287,-0.498,-0.219,-0.443,-0.589,-0.328,-0.24,-0.07,0.386,0.181,-0.316,0.104,0.022,0.044,0.345,0.211,0.391,0.226,0.269,-0.164,0.443,0.606,-0.193,-0.311,0.721,0.583,0.71,0.861,0.449,-0.131,-0.594,0.904,0.989,,,0.389,0.844,1.229,0.614,-0.311,0.844,0.464,0.624,1.739,0.916,,1.15,1.009,1.214,1.239,0.939,0.369,1.669,1.419,0.969,1.969,1.869,1.119,0.669
5,'016,American Samoa,7008,August,6078,Standard Deviation,°c,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,,,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332
5,'016,American Samoa,7009,September,7271,Temperature change,°c,0.343,0.365,0.063,-0.64,-0.305,-0.099,0.043,0.126,-0.251,-0.413,-0.478,0.057,0.372,0.428,0.037,-0.061,-0.308,0.158,0.783,0.439,0.641,-0.027,0.429,0.104,0.275,0.419,0.183,0.335,1.202,0.698,0.375,0.828,-0.562,-0.41,0.689,1.311,,,0.449,1.054,0.839,1.224,0.711,0.854,0.799,0.214,1.339,0.419,,1.124,1.154,1.454,1.414,1.828,0.858,1.518,1.868,1.418,1.768,1.368,1.618,1.368
5,'016,American Samoa,7009,September,6078,Standard Deviation,°c,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,,,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349
5,'016,American Samoa,7010,October,7271,Temperature change,°c,-0.456,-0.023,0.094,-0.362,-0.099,0.017,-0.434,0.025,0.348,-0.063,-0.246,0.17,-0.534,0.165,0.439,0.613,0.262,0.108,0.618,0.04,0.201,0.587,0,0.038,0.615,0.806,0.362,0.028,0.642,1.007,0.531,0.481,-0.499,-0.449,0.507,0.604,,,0.187,0.447,0.727,0.647,0.804,0.802,0.787,-0.008,1.182,0.953,,1.161,1.172,1.667,1.347,2.201,0.581,1.741,1.091,1.391,1.591,1.241,1.841,1.191
5,'016,American Samoa,7010,October,6078,Standard Deviation,°c,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,,,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311
5,'016,American Samoa,7011,November,7271,Temperature change,°c,-0.102,-0.133,0.295,-0.467,-0.083,0.299,-0.61,0.658,0.07,-0.454,-0.126,0.209,-0.368,-0.014,-0.117,0.498,0.314,-0.296,0.355,0.723,0.259,0.084,0.106,0.272,0.17,0.871,0.826,-0.311,0.206,0.704,0.669,-0.333,0.457,-0.073,0.725,1.133,,,0.6,0.75,1.05,1.465,0.233,0.925,1.14,-0.115,1.16,0.945,,0.59,0.51,1.75,1.287,0.957,1.587,1.377,1.477,1.477,1.177,1.027,1.277,1.127
5,'016,American Samoa,7011,November,6078,Standard Deviation,°c,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,,,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387
5,'016,American Samoa,7012,December,7271,Temperature change,°c,0.107,-0.295,0.401,-1.223,0.05,-0.208,-0.181,0.7,0.025,-0.968,-0.282,0.922,-0.355,-0.332,-0.569,-0.228,0.666,0.23,0.222,0.695,0.202,0.462,0.361,-0.028,0.527,0.53,0.966,-0.304,-0.179,0.655,0.147,0.417,0.857,0.605,0.79,1.092,,0.892,0.99,1.065,0.74,1.53,0.492,1.59,0.385,0.235,0.925,1.527,,0.917,0.84,1.065,1.477,1.197,1.167,1.567,1.217,1.567,1.267,1.017,1.217,1.217
5,'016,American Samoa,7012,December,6078,Standard Deviation,°c,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501
5,'016,American Samoa,7016,Dec–Jan–Feb,7271,Temperature change,°c,0.448,-0.038,-0.037,0.345,-0.989,0.232,-0.28,-0.177,0.4,0.115,-0.709,-0.495,0.649,-0.521,-0.25,-0.721,0.427,0.38,0.138,0.305,0.373,0.11,0.722,0.248,-0.012,0.358,0.639,0.87,-0.426,0.218,0.586,0.197,0.2,0.751,0.511,0.64,0.674,,0.208,0.924,0.961,1.237,1.394,0.008,1.307,0.123,0.527,0.909,1.625,,0.322,0.716,0.976,1.22,1.294,1.934,1.417,1.034,1.584,1.1,1.017,1.184
5,'016,American Samoa,7016,Dec–Jan–Feb,6078,Standard Deviation,°c,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435
5,'016,American Samoa,7017,Mar–Apr–May,7271,Temperature change,°c,-0.037,-0.127,0.219,0.144,-0.611,0.31,-0.271,-0.642,0.066,0.006,-0.613,-0.067,0.631,-0.741,-0.282,-0.229,-0.005,-0.14,0.342,0.348,-0.083,0.562,0.398,0.428,0.297,0.284,0.592,0.598,0.011,0.346,0.751,0.142,0.1,0.557,0.632,0.561,,,-0.006,0.509,0.794,1.249,0.9,-0.393,0.839,1.046,0.842,0.613,1.684,1.706,0.866,0.441,1.444,1.023,1.16,1.323,1.59,1.09,1.39,1.806,1.14,1.623
5,'016,American Samoa,7017,Mar–Apr–May,6078,Standard Deviation,°c,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,,,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378
5,'016,American Samoa,7018,Jun–Jul–Aug,7271,Temperature change,°c,-0.025,-0.075,0.341,-0.558,-0.487,0.112,-0.587,-0.199,0.006,0,-0.304,0.149,0.218,-0.162,-0.061,-0.107,0.113,0.14,0.298,0.344,0.061,0.232,-0.045,0.293,0.384,0.236,-0.271,0.551,0.302,0.621,0.703,0.711,-0.376,-0.242,1.235,0.92,,,0.353,0.322,0.99,1.01,-0.014,0.288,0.148,0.412,1.533,0.385,,1.268,1.282,0.915,1.258,0.774,0.574,1.354,1.254,1.204,1.671,1.604,1.337,0.987
5,'016,American Samoa,7018,Jun–Jul–Aug,6078,Standard Deviation,°c,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,,,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254
5,'016,American Samoa,7019,Sep–Oct–Nov,7271,Temperature change,°c,-0.072,0.07,0.151,-0.49,-0.162,0.072,-0.334,0.27,0.056,-0.31,-0.283,0.145,-0.177,0.193,0.12,0.35,0.089,-0.01,0.585,0.401,0.367,0.215,0.178,0.138,0.353,0.699,0.457,0.017,0.683,0.803,0.525,0.325,-0.201,-0.311,0.64,1.016,,,0.412,0.75,0.872,1.112,0.583,0.86,0.909,0.03,1.227,0.772,,0.958,0.945,1.624,1.349,1.662,1.009,1.545,1.479,1.429,1.512,1.212,1.579,1.229
5,'016,American Samoa,7019,Sep–Oct–Nov,6078,Standard Deviation,°c,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,,,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263
5,'016,American Samoa,7020,Meteorological year,7271,Temperature change,°c,0.079,-0.042,0.169,-0.14,-0.562,0.181,-0.368,-0.187,0.132,-0.047,-0.477,-0.067,0.33,-0.308,-0.118,-0.177,0.156,0.092,0.341,0.35,0.179,0.28,0.313,0.277,0.256,0.394,0.354,0.509,0.143,0.497,0.641,0.344,-0.069,0.189,0.755,0.784,,,0.242,0.626,0.904,1.152,0.716,0.191,0.801,0.403,1.032,0.67,,1.311,0.854,0.924,1.257,1.17,1.009,1.539,1.435,1.189,1.539,1.43,1.268,1.256
5,'016,American Samoa,7020,Meteorological year,6078,Standard Deviation,°c,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,,,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243
10,'036,Australia,7001,January,7271,Temperature change,°c,0.285,-0.086,-0.601,-0.22,-0.07,-0.215,0.15,0.471,1.065,0.146,0.595,-0.752,1.118,-0.75,-0.558,-1.388,0.157,0.098,1.297,0.422,0.721,0.898,0.36,-1.153,0.822,0.082,0.255,1.298,-0.02,0.797,0.581,-0.12,0.637,0.974,0.436,0.21,-0.147,1.029,1.329,-0.53,1.352,0.116,0.918,0.654,0.724,1.289,0.346,1.401,0.712,0.909,1.112,0.324,2.014,1.273,0.411,0.883,1.086,1.556,2.755,1.492,0.427,1.281
10,'036,Australia,7001,January,6078,Standard Deviation,°c,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614
10,'036,Australia,7002,February,7271,Temperature change,°c,0.012,-0.007,-0.036,-0.55,1.268,-0.132,-0.528,0.355,0.232,0.837,0.412,-0.15,0.185,-0.975,-0.144,-0.51,0.781,0.701,0.099,0.304,0.262,0.403,2.185,-0.022,1.006,0.781,-0.169,0.078,0.756,-0.194,0.777,0.492,-0.117,0.101,-0.102,0.429,1.047,1.403,0.319,0.33,0.595,-0.395,1.057,1.005,0.815,0.753,1.864,-0.264,0.749,1.088,0.081,-0.001,1.083,0.41,1.961,1.32,0.759,1.055,1.455,1.041,-0.012,0.404
10,'036,Australia,7002,February,6078,Standard Deviation,°c,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579
10,'036,Australia,7003,March,7271,Temperature change,°c,0.254,-0.427,0.389,0.114,-0.177,-0.01,-1.499,0.17,-0.261,-0.159,0.306,-0.579,0.346,0.203,-0.58,-0.36,-0.382,0.803,0.46,0.902,-0.68,-0.433,0.62,-1.05,1.054,1.523,-0.616,0.856,0.055,1.141,0.334,1.068,0.233,-0.628,-0.485,0.157,-0.576,1.268,0.59,0.06,-0.464,0.404,-0.33,0.428,1.093,0.78,0.734,0.63,0.609,0.456,-0.631,-0.745,0.938,0.991,0.91,1.817,1.731,1.089,1.917,0.557,0.262,1.572
10,'036,Australia,7003,March,6078,Standard Deviation,°c,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528
10,'036,Australia,7004,April,7271,Temperature change,°c,0.699,-0.182,-0.719,0.158,-0.59,0.291,0.542,0.599,-0.235,-0.101,-0.455,-0.388,0.922,-0.388,-0.266,-0.491,-0.25,0.114,0.201,0.774,1.557,0.093,-0.911,-0.085,0.12,0.657,1.023,0.695,0.517,0.254,0.473,0.904,1.339,0.025,-0.611,-0.062,0.288,0.639,-0.732,0.168,0.316,1.821,0.97,1.083,2.575,-0.403,1.068,-0.267,0.799,1.525,-0.301,0.325,1.239,1.34,-0.381,2.153,0.263,2.357,1.291,1.568,0.357,1.561
10,'036,Australia,7004,April,6078,Standard Deviation,°c,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564
10,'036,Australia,7005,May,7271,Temperature change,°c,-0.163,-0.516,0.432,-0.037,0.671,-0.658,0.522,-1.275,0.316,-0.377,-0.361,0.339,1.515,-0.073,0.627,-0.409,-0.05,0.893,-0.557,1.496,0.614,0.24,0.781,0.743,0.627,1.204,0.34,1.536,1.25,1.246,0.772,0.825,1.116,0.686,0.18,0.751,0.463,1.683,1.344,-0.635,-0.023,1.71,1.387,0.435,1.603,-0.5,2.209,0.741,0.429,0.909,-0.872,-0.027,1.497,2.045,0.332,2.342,1.05,0.644,0.92,-0.241,0.852,1.347
10,'036,Australia,7005,May,6078,Standard Deviation,°c,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843
10,'036,Australia,7006,June,7271,Temperature change,°c,-0.151,1.485,-0.449,0.21,0.266,0.133,-0.034,0.213,-0.497,0.814,-1.025,0.424,0.687,-0.712,-0.213,-0.559,-0.617,-0.24,0.819,0.5,-0.174,-1.323,0.12,0.083,-0.798,0.45,0.939,0.935,-0.735,-0.334,1.786,0.241,0.038,0.085,0.415,2.154,0.06,0.69,0.524,-0.639,0.906,0.442,0.872,0.721,1.09,-0.814,-1.24,1.174,0.758,0.415,-0.504,-0.448,0.89,0.603,1.354,1.317,0.524,0.315,0.246,0.996,0.384,0.552
10,'036,Australia,7006,June,6078,Standard Deviation,°c,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704
10,'036,Australia,7007,July,7271,Temperature change,°c,-0.647,0.438,-0.476,0.706,-0.98,-0.402,-0.585,-0.84,0.89,-0.309,-0.442,-0.218,1.824,0.419,1.886,0.17,-0.32,-0.22,0.206,0.224,0.688,-0.85,-0.65,-0.561,0.111,0.05,0.235,1.224,-0.257,0.769,0.595,0.714,1.22,0.41,0.538,1.029,-0.342,0.653,0.826,0.811,0.668,0.584,1.027,0.51,1.307,0.225,0.445,0.493,0.955,1.206,0.777,-0.102,1.655,0.513,0.608,1.183,1.791,1.235,1.468,0.968,1.64,-0.08
10,'036,Australia,7007,July,6078,Standard Deviation,°c,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.711
